,title,text,date
130,MWC 2024 텔코 AI와 함께 하는 SKT 인공지능 기술 소개,국내 통신 브랜드를 대표하는 SKT 부스에서는 불과 몇 년 사이에 가장 핫한 키워드로 떠오른 인공지능과 관련된 여러 가지 기술과 활용 사례들을 만나볼 수 있었습니다. 많이 가까워지기는 했지만 아직까지 우리 일상에 어떤 영향이 있을지 모르겠다는 분들도 있습니다. 아주 간단한 예로 SK텔레콤의 비서인 '에이닷'이 있습니다. 에이닷을 이용하면 통화...,2024.02.29.
131,공장 내 인공지능cctv 설치후기 | 공장cctv | 업체cctv | cctv | cctv추천 | 공장CCTV추천 |,"자비스넷의 인공지능cctv가 더욱 특별한 이유는 제공하는 모든 카메라에 지능형 영상분석 기능이 탑재되어 있기 때문인데요, 지능형 영상분석 기능이란? 카메라에 촬영되어지는 모든 객체를 분류하며 군집감지, 침입/도난감지, 투기감지, 배회감지, 쓰러짐 감지 등 다양한 객체의 행동 변화를 감지하여 분석하는 기능을 말합니다. 자비스넷만의 지능형...",1시간 전
132,"인공지능 시대, 휴머니티와 진정성으로 디지털 플랫폼 비즈니스","인공지능 시대란 인공지능이 음성 번역, 로봇 공학, 인공 시각, 인지 과학 등 다양한 분야에서 인간이 해야 할 일을 기계가 대신하게 되는 시대를 말합니다. 챗 GPT가 탄생하면서 인공지능 시대를 빠르게 앞당겨지고 있습니다. 얼마 전 매일경제에 나온 내용을 보면 산업연구원의 AI 시대 일자리 보고서에 일자리 327만 개가 사라진다는 충격적인 보고서가 나왔으며, 금융업은...",2024.04.01.
133,국제미래학회 챗GPT 인공지능지도사 1급 과정 수료 및 챗GPT인공지능지도사협회 공식 출범,"'챗GPT 인공지능지도사' 1급 과정 수료 및 지도사협회 공식 출범 지도사 자질 향상과 인공지능 선용 리더 활성화 다양한 역할 수행 안종배 ""인공지능 선용 방안 제시, 미래사회에 긍정적 변화 이끌어 갈 것"" #국제미래학회 #대한민국메타버스포럼 #안종배 # #챗GPT지도사 국내 대표 미래기관 국제미래학회와 대한민국 메타버스포럼...",2일 전
134,"갤럭시 탭 S9 업데이트 AI 통역 인공지능 탑재, 삼성 필기용 태블릿 PC 추천",삼성 스마트폰 갤럭시S24 모델은 최초로 온디바이스 AI 인공지능 기능을 탑재하여 큰 주목을 받았습니다. 탄탄한 실용성을 바탕으로 실제 판매량까지 이어졌고 이 기세를 몰아... 여기에 온디바이스 AI 인공지능 기능까지 추가되어 활용도는 더욱 좋아졌습니다. 어떤 기능이 있는지 하나씩 살펴볼게요. 먼저 실시간 대면으로 대화를 통역해주는 기능입니다. 파파고나 구글...,2024.04.13.
135,강원특별자치도가 인공지능(AI) 헬스케어 글로벌 혁신 특구로 지정되었습니다!,지난 4월 30일(화) 「강원 인공지능(AI) 헬스케어 글로벌 혁신 특구」가 신규 지정 의결되었습니다. 강원특별자치도는 풍부한 경험과 노하우를 바탕으로 인공지능(AI) 헬스케어 산업 생태계를 구축할 계획입니다. 인공지능(AI) 헬스케어 글로벌 혁신 특구 혜택 국내 최초 전면적 사후 규제(네거티브) 특례 방식 시행 법률에서 금지한 행위가 아니면 기준과 규격 등이...,2024.05.03.
136,"[키네마스터] 인공지능 자동자막 입력 기능 업데이트 사용법, 스마트폰강사",며칠전에 키네마스터도 인공지능으로 자동자막이 입력되는 기능이 추가 업데이트 되었네요. 플로그인을 다운받아야 되지만 굿굿 아주 좋습니다. 키네마스터 최고에요.^^ 키네마스터 인공지능 자동자막 입력 기능 업데이트 사용법 음성 동영상 추가 키네마스터 어플 터치하고 만들기 새로만들기 터치하구요. 프로젝트 이름 입력하고 16:9 선택하고 만들기 터치합니다....,2024.03.29.
137,"인공지능이 할 수 있는 것, 할 수 없는 것(2) (4장 지능 패러다임～5장 AI 시대)",4장 지능 패러다임 여러 가지 지능 '인공지능 패러다임'이란 인공적으로 만들어진 모든 기술을 써서 문제를 해결하는 접근법이라 할 수 있다. 인공지능은 기호주의 인공지능과 기계학습 인공지능을 포괄한다. '문자 지식 패러다임'에서 짧은 정보나 지식 혹은 기억하기 어려운 긴 경험은 문자를 통해 기록되고 분석되고 조립되며 이를 통해 이전에는 불가능하던 더...,2024.05.10.
138,프로 크기 얼마나 커질까? 생성형 AI(인공지능) 향상시킨 뉴럴 엔진 탑재 기대(feat. 애플 최신 모델),애플이 인공지능 면에서는 아직 이슈를 만들지 못하고 있어 수많은 애플 유저들의 목을 길게 늘어뜨리고 있습니다. 최근 생성형AI(인공지능)을 행상시킨 뉴럴 엔진을 탑재한 아이폰16 프로를 오는 9월에 공개한다는 소식이 들립니다. 역시 애플은 애플이지~ 라고 환호할 텐데요. 과연 얼마나 만족스러운 결과를 제공할지 기대해 보면 좋을 것 같습니다. 아이폰16...,2024.03.12.
139,챗 GPT 오픈 AI 그리고 인공지능 챗 GPT의 시대 4차 산업혁명 서영상 지음,듭니다 인공지능의 역사 초창기에는 기계가 과연 인간의 지능을 가질 수 있는지 의문이 있었어요 그래서 앨런 튜링의 아이디어로 튜링 테스트라는 방법으로 인공지능의 초기... 했답니다 인공지능의 역사를 돌아보면 발전하는 과정은 기술 부족으로 실패가 많았지만 반도체의 비약적인 개발로 딥러닝과 인공신경망이 발전하며 인간의 언어를 이해하고 생성할 수...,2024.04.13.
140,2025년 인공지능(AI) 디지털교과서 도입 ··· 초·중등 디지털 인프라 개선 계획,"2025년 인공지능(AI) 디지털교과서가 도입됩니다. 교육부는 5월 14일 이 같은 내용이 포함된 ‘초·중등 디지털 인프라 개선 계획’을 발표했는데요. AI 디지털교과서는 2025년 초등학교 3... ▶나에게 든든한 정책주간지 K-공감 원문 기사 보기 함께 읽으면 좋은 콘텐츠 초·중·고 모두 ‘(AI) 디지털교과서’ 검정도서로 발간, 2025년 도입 ""AI 반도체가 없다면 AI는...",2024.05.24.
141,한국저작권위원회 저작권 걱정 없는 인공지능 학습 원천데이터 소개 스마트테크코리아2024,"저작권 걱정 없는 '인공지능 학습 원천데이터' 소개 스마트테크코리아 2024에서 ‘공유 BANK’ 주제 홍보부스 운영 ""수요층에게 꼭 필요한 초기 데이터, 지속 구축해 제공할 예정"" #한국저작권위원회 #스마트테크코리아2024 # #학습원천데이터 #공유BANK 원천데이터 홍보부스. 사진=한국저작권위원회 한국저작권위원회(위원장 강석원, 이하 위원회)는...",5시간 전
142,"인공지능이 할 수 있는 것, 할 수 없는 것(1) (1장 인공지능 패러다임～3장 기계학습 )",점 더 정확히 말하면 타고난 지능과 인공적으로 만들어진 지능의 하이브리드 시스템이었다. 저자는 이들을 사이보그1이라고 부른다. 3장 기계학습 인공지능 기계학습 인공지능을 구현하기 위한 접근법에는 '연결주의' 혹은 '기계학습' 접근법이 있었다. 기계학습은 인간이 규칙을 제공하지 않고 기계가 스스로 주어진 데이터 안에 존재하는 규칙을 찾아내어 새로운 상황에...,2024.05.09.
143,인공지능 기계 디자이너의 탄생,"인공지능(AI) 관련 산업이 가파르게 성장함에 따라 중국의 인공지능 관련 디자인 산업 역시 비약적인 발전을 이루고 있다. 2016년 퉁지대학(同濟大學)이 세계 최초로 ‘디자인 인공지능 실험실’을 설립하여 대학원생을 양성한 뒤 저장대학(浙江大學), 칭화대학(清華大學) 등 저명한 대학교들이 자원을 투입하고 관련 학과를 설치하며 디자인과 의 결합을...",2024.04.27.
144,"인공지능 디지털교과서 본격 도입 대비, 학교 디지털 인프라 질적 개선에 총력","(수) 인공지능(AI) 디지털교과서 시대, 디지털 기반 수업혁신을 지원하기 위한 「초·중등 디지털 인프라* 개선계획」을 발표한다. * 디지털 인프라는 학교 내에서 디지털 기술을... 특히, 그간의 디지털 기기 보급 등 인프라의 양적 확대를 넘어 새롭게 도입되는 디지털교과서 구동 환경에 걸맞게 질적 개선을 추진하고, 인프라 관리 부담 경감 등 학교 현장의...",2024.05.14.
145,"홈페이지 제작, 인공지능 쇼핑몰 제작 하기","오늘은 홈페이지 제작 기간부터 업체 선택 요령 그리고 요즘 핫한 인공지능 쇼핑몰 제작하는 방법에 대해서 이야기를 해보려 합니다. 알다시피 홈페이지는 기업의 꽃이자, 브랜딩을 할... 그중에 하나가 바로 < 인공지능 상담 시스템 >입니다. 고객이 궁금하거나 물어보고자 하는 내용을, 쇼핑몰에서 일일이 다 응대하려면 시간이 많이 걸리겠죠? 그래서 요즘은 ...",2024.05.09.
146,엔트리 인공지능 with 햄스터 로봇 개정판,"엔트리 인공지능 with 햄스터 로봇 개정판 * 책 소개 엔트리와 햄스터 로봇으로 시작하는 인공지능 프로그래밍 《엔트리 인공지능 with 햄스터 로봇 개정판》은 엔트리와 인공지능을 활용해 재미있고 유익한 프로그래밍 활동을 해 볼 수 있는 도서로, 이번 개정판은 엔트리 최신 버전으로 전체를 업데이트하였고 엔트리의 신기능인 탐험하기에 대한 간략한...",2024.05.02.
147,"[외식경영학회 춘계학술대회 기조강연] 생성형 인공지능 시대, 외식산업의 성장 전략","외식경영학회 춘계학술대회 기조강연 생성형 인공지능 시대, 외식산업의 성장 전략 한국외식경영학회 오늘은 대구카톨릭대학교에서 진행되는 한국외식경영학회 2024 춘계학술대회 기조강연에 대한 소식을 공유하여 드립니다. 을 활용한 외식업 창업, 경영, 마케팅 김영갑 교수 14시~15시 예정 김영갑 교수 기조강연의 내용은 어떻게 구성되었나? 생성형...",4주 전
148,[2024년 2분기 세미나 후기] 챗GPT 질문의 기술:인공지능 시대 개인의 경쟁력은 질문하는 힘,이번 세미나의 주제는 『 챗GPT 질문의 기술:인공지능 시대 개인의 경쟁력은 질문하는 힘 』 입니다 지난 1분기 세미나와 달리 이번 2분기 세미나는 시각적인 자료 제공을 위해 대면으로 진행이 되었습니다!! (이번에도 많은 분들이 신청해 주셔서 운영진은 참으로 뿌듯했습니다..후후..) 세미나를 진행해주신 강사님께서는 『 챗GPT 질문의 기술 』의 저자이자 AIwave의...,3주 전
149,알아두면 유용한 인공지능(AI) 플랫폼,"회사 이름과 업종만 입력하면 AI가 2분만에 로고를 제작해주고, 또 자동으로 광고 문구를 생성해주는 등 인공지능을 활용한 다양한 플랫폼이 개발되고 있습니다. 알아두면 유용한 인공지능(AI) 플랫폼, 윤커뮤니케이션즈와 함께 살펴보세요! 2분만에 로고 만들기! AI 로고 제작 플랫폼 'Designs.ai' Designs.ai 'Designs.ai'는 을 활용하여 디자인 작업을...",2024.03.29.
150,큰 화면 TV와 인공지능 결합 판매량 반전? LG 알파11 프로세서 탑재한 엘지 올레드 에보(M4/G4)와...,위에서 개인적으로 인공지능에 대한 생각을 LG전자도 했는지 인공지능보다는 공감지능이라는 용어를 사용하기 시작했습니다. 어떻게 보면 솔직하고 정직한 표현이 아닌가 싶습니다. 올해 LG TV는 인공지능 성능을 강화한 알파11 AI 프로세서가 핵심 요소로 기존 대비 최대 4배 강화된 딥러닝을 시켰습니다. 기존보다 4배가 강화된 으로...,2024.05.11.
151,파이썬기초 인공지능 개발자 국비 강의 학원,여러분~ 전 개발자 현 IT 전문 진로 컨설턴트 이 팀장입니다~ 오늘은 파이썬기초 인공지능 개발자 국비 강의 학원 이라는 내용으로 찾아왔습니다. 전 세계가 빠른 속도로 발전을 하고... 이처럼 AI 인공지능이나 빅데이터 분석 사물인터넷 RPA 로봇 소프트웨어 사무 자동화 등 다양한 기능들이 나오기 시작하면서 IT 기업뿐만 아니라 일반 기업들의 입장에서도 관련...,2시간 전
152,[우리사업을 ~확] 주요 본부 사업 - 인공지능,"| 4차 산업혁명 시대의 핵심 기술, AI 인공지능(AI)은 4차 산업혁명 시대의 핵심 기술로 자리매김했습니다. 세계 AI 시장규모는 2026년까지 연평균 39.7% 성장하여 3,095억 달러(출처... AI 기술의 개발부터 실증, 검증까지 전주기 지원체계를 구축해 성능과 신뢰성이 확보된 데이터와 제품을 시장에 공급하는 등 국내 산업 지능화를 촉진하고, 산업 디지털 전환 정책을...",2024.05.10.
153,리벨리온 인공지능 AI 반도체 주식 상장 주가 - NPU 관련주,"리벨리온 인공지능 AI 반도체 주식 상장 주가 - NPU 관련주 반도체 산업은 두 부류로 나뉩니다. 반도체를 설계하고 디자인 하는 쪽과, 이걸 실제 공장에서 찍어내는 쪽입니다. 전자를... 엔비디아가 급성장한 이유는 인공지능 분야에 절대적으로 필요한 반도체 설계기술을 가지고 있기 때문입니다. AI 를 학습하고 동작시키기 위해서는 엄청나게 많은 부동소수점...",2024.03.14.
154,[ChatGPT 특강] '생성형 인공지능의 이해 및 사용법' 실습 강의 진행(2차수),"대상으로 '생성형 인공지능의 이해 및 사용법'에 관한 주제로 실습형 강의를 했습니다. ChatGPT 특강이 오전 9시부터 시작되기 때문에 전날 생활관에서 숙박하고, 아침 일찍 강의를 준비했습니다. 직급별 교육 1차수는 일반직 4,5급을 대상으로 진행했으며, 이번에는 6,7급을 대상으로 생성형 활용법에 대해 강의했습니다. 한국폴리텍대학 인재개발원...",2024.04.11.
155,디지털 소양을 기르는 인공지능 수업디자인,"인공지능 수업을 어떻게 준비하면 좋을까 고민하다가 읽게 된 책입니다. 박재찬 선생님이 저자인데요. 이쪽 분야에서 오래동안 활동하신 분입니다. 소개 부분을 보면 교사들의 PBL 수업, AI 디지털 활용수업 분야에서 활동하는 분인데요. 디지털 소양을 기르는 수업디자인 저자 박재찬 출판 테크빌교육 발매 2023.09.08. 책은 2022 개정 교육과정 기반 AI 디지털 활용...",2024.04.13.
156,"[현미경] AI(인공지능)부터 웹툰까지! 미래를 바꿀 트렌드, 콘텐츠 IP(지식재산권)","오늘날 인공지능(AI)과 지식재산권(IP)이 콘텐츠 산업의 변화를 이끌고 있다고 설명했습니다. 엔데믹에 돌입하며 새로운 동력을 찾는 움직임이 컸던 2023년, 콘텐츠 산업 전 영역에 AI 기술이 도입돼 콘텐츠 제작 효율성을 높였고, IP를 활용한 다양한 사업들이 탄생한 것이죠. 그렇게 탄생한 콘텐츠 IP산업 현황을 살펴보기에 앞서, 콘텐츠 IP의 정의부터 찬찬히...",2024.04.12.
157,AI 스피커 추천 누구 캔들 인공지능 거실 사용 장점 단점,인공지능 스피커와 추천 제품 중 누구 캔들을 소개해 드리며 거실 스피커로서의 장점 단점을 알려드리도록 하겠습니다 NUGU 스피커는 누구 캔들 S2 인공지능 스피커 입니다. 누구 캔들은 SK텔레콤과 아마존 알렉사를 사용할 수 있게 개발된 스피커인데요 가장 중요한 특징은 바로 한국 어와 영어를 명령하면 수행할 수 있는 똑똑한 AI 스피커라는 것입니다....,2024.03.31.
158,인공지능 AI 행정 지원 서비스 행정안전부 시범 운영,인력 감축은 없고 정부가 보유하고 있는 행정 데이터와 기업이 민간기업의 초거대 인공지능 AI 기술의 접목으로 기존인력으로 더 많은 서비스를 제공한다는 취지이며 AI 인공지능을 활용한 전자적 처리를 통해 선제적이고 창의적인 정부 혁신을 선도하며 디지털 플랫폼 정부 실현에 한걸음 다가가는 전환점으로 삼는다는 것이랍니다. 민·관 협업 지능형 업무관리시스템...,6일 전
159,"개인정보위, 인공지능 시대 개인정보 정책 방향을 국제사회와 논의","개인정보위, 인공지능 시대 개인정보 정책 방향을 국제사회와 논의 - 제61차 아시아태평양지역 개인정보 감독기구 협의체(APPA) 포럼에서 ‘비정형 데이터 가명처리 가이드라인’... 1일차(6.20.) 포럼 “국가별 동향 보고” 세션에서는 각국 개인정보 감독기구들이 아동에 대한 개인정보 보호, 관련 개인정보 정책과 소셜네트워크(SNS) 등 여러 조사·처분...",1일 전
160,"AI 브랜딩 회사, 타이디비에서는 인공지능 기술로 브랜딩을 한다고?","이러한 브랜드 마케팅도 이제는 내부 인력이 없어도 인공지능 기술을 활용해 시도해 볼 수 있게 되었습니다. 실제로 AI 브랜딩 회사, 타이티비에서는 적은 비용으로 고퀄리티의... 그런데 이제는 이러한 브랜딩도 인공지능 기술로 자동화할 수 있다면 어떨까? AI 브랜딩 회사, 타이디비 창업가, 마케터, 디자이너를 위한 AI 브랜딩 회사인 TIDY-B(타이디비)에서는 생성형...",2024.05.18.
161,인공지능 AI 활용하여 브리핑 자료로 유튜브 영상 제작하기...기본과정 4주차,"오늘은 유튜브 영상을 꼭 휴대폰이나 카메라로 찍은 영상만이 유튜브 영상이 되는 것이라는 편견을 깨는 인공지능 사이트를 활용한 영상 소스제작과 영상편집 방법을 배웠습니다. 많은 분들이 이런 신세계가 열렸다고 환호해 주셨습니다. 왜냐하면 이런 높은 수준의 영상은 많은 시간이 걸릴 줄 알았는데, AI 사이트를 활용하니 놀라운 시간 단축으로 많은...",2024.04.03.
162,[과학향기 for Kids] 인공지능(AI)이 똑똑해진 비결은? ‘기계학습’,"이 모든 일을 하는 주인공은 바로 ‘인공지능(AI)’입니다. 그동안 AI는 SF 영화 속에서만 만나볼 수 있었지만, 기술의 발전으로 어느덧 일상 속 곳곳에 침투해 우리 생활을 편리하게... 과학자들은 오래전부터 인간의 지능을 닮은 기계를 개발하고 싶어 했습니다. 그러던 중 1950년 영국의 수학자인 앨런 튜링은 언젠가 모든 면에서 인간의 지능을 따라 할 수 있는...",2024.05.13.
163,소상공인 식당 경영자가 상권분석을 할 때 인공지능을 활용하는 방법,"소상공인 여러분, 인공지능을 활용해서 상권분석을 하는 시대가 되었습니다 소상공인 식당 경영자를 위한 상권분석을 할 때 인공지능을 활용하는 방법에 대해 설명해 드리겠습니다. 인공지능은 예비 창업자와 기존 사업자 모두에게 유용한 상권 분석 도구가 될 수 있습니다. 을 활용하여 상권 분석을 수행하는 방법을 단계별로 안내해 드립니다. 1단계: 목표 설정...",2024.05.21.
164,[이핀로봇F+] 인공지능 로봇의 과대낙폭 단기바닥 포착 (에스바이오메딕스 +7%),인공지능 로봇의 타점 포착! 지금 시작합니다. 최근 미국증시를 이끌었던 엔비디아 등 반도체 관련주들이 조정구간에 들어가며 지수가 하락하고 있습니다. <나스닥 지수 차트> <코스피 코스닥 지수 차트> 오후 12시 21분 기준 한국증시 또한 조정구간을 만들고 있습니다. 오늘 같은 시장에서 이핀의 로봇 시그널캐쳐의 당일 매수매도 원칙 단타로봇은...,1시간 전
165,"Open AI 실시간 대화 가능한 ChatGPT 4o 공개, 국내 AI 인공지능 관련주는?","이에 따라 국내 AI 인공지능 관련주들도 긍정적인 영향을 받을 것으로 예상되는데요. Open AI ChatGPT 4o 주요 기능과 관련주들을 알아보겠습니다. [주요 기능] ChatGPT 4o는 이전 버전인 챗GPT4 수준의 지능을 자랑하면 훨씬 더 빠르게 텍스트, 음성, 비전 기능을 제공하는 플래그십 모델입니다. 1. 실시간으로 자연스러운 대화가 가능합니다. 이날 시연을 시작하며...",2024.05.14.
166,갤럭시 S24 핵심인 온디바이스 AI 인공지능,얼리어답터 리뷰/스마트폰 갤럭시 S24 핵심인 온디바이스 AI 인공지능 by 엔돌슨 2024. 1. 22. 갤럭시 S24 왜 인공지능 탑재된 온디바이스 AI 일까? 이제 언어의 장벽은 인공지능 앞에서 다 깨져버리는 것일까요? 이런 생각이 듭니다. 그리고 스마트폰이 개인 비서 역할을 더 잘해줄 수 있게 변해가는 중이라는 생각이 듭니다. 최근 출시된 삼성전자의 스마트폰인 갤럭시...,2024.01.22.
167,구글 홈미니 인공지능 AI 스피커 블루투스 네스트미니,"이번 시간에는 구글 홈미니 인공지능 AI 스피커 블루투스 네스트미니에 대해 알아보도록 하겠습니다. 먼저 구글홈미니 1세대는 2017년에 첫 선을 보이며 우리 생활 속에 AI 스피커라는 새로운 카테고리를 소개했는데요. 기본적으로 음성 인식 기능을 탑재해 간단한 명령으로 음악 재생, 정보 검색, 일정 관리 등을 할 수 있습니다. 또한, 2019년에는 스피커...",2024.05.18.
168,빅데이터 국비 학원 (서울 AI 데이터 분석/인공지능 빅데이터 취업) 데이터 애널리스트 양성과정 교육생 모집,빅데이터 국비 학원 (서울 AI 데이터 분석/인공지능 빅데이터 취업) 데이터 애널리스트 양성과정 교육생 모집 안녕하세요. 취업 비서 인크루트 입니다. 디지털 핵심 실무인재 양성사업 (K-Digital Training)으로 진행되는 빅데이터 국비 학원 (서울 AI 데이터 분석/ 빅데이터 취업) 데이터 애널리스트 양성과정 교육생 모집이 진행되고 있습니다. 지금부터 교육생...,2024.05.24.
169,"[도서] DX 디지털 대전환 시대 AX 인공지능 대전환 : AI가 만들어낸 새로운 AI Home 시대, AX 시대의...","DX 디지털 대전환 시대 AX 인공지능 대전환 저자 이정용,임재희 출판 광문각출판미디어 발매 2024.04.29. 광문각출판미디어에서 출간한 'DX 디지털 대전환 시대 AX 인공지능 대전환'입니다. 요즘 뉴스를 살펴보면 인공지능 AI가 우리나라의 새로운 미래 먹거리 산업으로 각광받으면서 이에 대한 기술 개발이나 투자 유치 등에 대한 소식들이 계속해서 들려오고...",2024.05.16.
170,숨어있는 인공지능 관련주 AMD 주식 주가 총정리,숨어있는 인공지능 관련주 AMD 주식 주가 총정리 시간입니다. 인공지능 관련주 LG전자 바야흐로 인공지능 세상입니다. 인공지능 대장 주인 엔비디아는 AI 반도체를 앞세워 사상 최고가를 연일 경신하고 있습니다. 이는 다른 회사보다 발 빠르게 시장을 점유했기 때문입니다. AI 시장은 발전 가능성이 높습니다. 은 다양한 산업 및 서비스와 융합되고...,3주 전
171,[AI 강의] '생성형 인공지능의 이해 및 활용법' 강의 진행(1차수),"한국폴리텍대학 인재개발원(남원시 소재) 직급별 기본교육(1회차)에서 '생성형 인공지능의 이해 및 활용법'에 관한 주제로 실습형 강의를 했습니다. ""교육의 목적은 앎이 아니라 행동이다"" 공감 가는 문구입니다! 이번 강의에서는 4, 5급 직원분들을 대상으로 실무 현장에서 사용할 수 있는 다양한 생성형 플랫폼을 소개하고, 회원 가입 및 사용 방법을...",2024.04.01.
172,"[IT 기본학습] 디지털 시대의 심리적 동반자 인공지능과 챗GPT, 정신 건강 의학 분야에 '활약'","[IT 기본학습] 디지털 시대의 심리적 동반자 인공지능과 챗GPT, 정신 건강 의학 분야에 '활약' 우리의 일상생활과 정신 건강 관리 방식이 인공지능의 발전에 힘입어 변화하고 있습니다. 특히, 정신건강의학 분야에서 인공지능, 챗GPT의 활약이 돋보이고 있는데요. 본 포스팅에서는 최근 주목받고 있는 기술인 챗GPT가 우리의 정신 건강 분야에서 어떻게...",2024.04.08.
173,[홍파스] 인공지능의 거짓말: AI 환각,사람뿐만 아니라 인공지능도 거짓말을 할 수 있다는 것을 알고 있나요? 최근 몇 년간 인공지능(AI)의 발전은 우리 생활에 혁신을 가져왔습니다. 자료조사부터 레포트 작성까지 척척해내는 GhatGPT와 같은 AI 챗봇 덕분에 많은 사람들이 편리함을 누리고 있죠. 개인뿐만 아니라 기업에서도 AI를 활용한 업무가 보편화되고 있습니다. 하지만 AI가 항상...,6일 전
174,애플과 오픈AI의 파트너십: 챗GPT 통합으로 인공지능 미래를 선도하다,"최근 블룸버그 통신의 보도에 따르면, 애플은 인공지능(AI) 챗봇인 챗GPT를 활용하기 위해 오픈AI와 파트너십을 체결했지만, 이에 대한 금전적인 대가를 지불하지 않는다고 합니다. 이... 애플과 오픈AI의 파트너십은 인공지능 기술의 발전과 활용에 있어 중요한 이정표가 될 것입니다. 금전적인 대가를 주고받지 않는 협력 모델은 새로운 비즈니스 모델의 가능성을...",2주 전
175,"""인공지능, 3D모델링 등 59개 과목"" 송파런 5~6월 수강생 모집!","""인공지능, 3D모델링 등 59개 과목"" 송파런 5~6월 수강생 모집! 교육도시 송파구의 중심, 청소년의 친구 송파런이 더욱 새롭고 다채로운 5~6월 프로그램을 준비했습니다! ✔️ 수강료: 무료(재료비 등 발생 시 별도 고지) ✔️모집과정: , 코딩, 3D모델링, 메타버스, 그래픽 등 59개 과정 ✔️모집기간: 2024. 4.23.(화) 10:00 ~ 마감 시 ※ 모집인원에...",2024.04.25.
176,인공지능 AI 스피커 구글 네스트 미니 2세대,이번 시간에는 인공지능 AI스피커 구글 네스트 미니 2세대 모델에 대해서 알아보도록 하겠습니다. 네스트 미니 2세대는 2017년에 출시된 모델로 콤팩트하고 세련된 디자인과 함께 블랙... 여러 대의 네스트 미니를 연결할 경우 멀티룸 오디오 시스템도 구성할 수 있다는 점에서 AI스피커 찾으시는 분들에게 좋은 선택지가 되어줄 제품이 아닐까 싶어요 :D,2024.04.24.
177,인공지능 칩 경쟁 과열 양상으로 엔비디아 주가 하락세,인공지능 칩 경쟁 가열 팻 겔싱어 인텔 최고경영자(CEO)가 9일(현지시간) 미국 애리조나주 피닉스에서 열린 '인텔 비전 2024'에서 인텔의 최신형 인공지능(AI) 칩 '가우디3'을 소개하고 있다. 인텔 제공 인텔은 화요일에 가우디 3라는 새로운 AI 칩을 선보이면서 엔비디아-인텔의 직접적인 경쟁이 치열해지고 있는 것으로 보입니다. 가우디 3 칩은 지난 한 해...,2024.04.11.
178,"[주기동] 설명가능 인공지능 기술 동향 및 핵심 과제 (2134, 20240522) (2/2)","설명가능 인공지능의 핵심 과제 및 연구 방향 (이어서) 2) 기존 설명가능 인공지능 기술의 개선 XAI 방법론의 주요 분야 중 하나는 입력 기여도 방법 두가지 방법 입력의 변화를 통해 출력의 변화를 관찰하여 기여도를 측정하는 섭동(perturbation) 기반 방법 입력에 대한 출력의 기울기(gradient)를 통해 기여도를 측정하는 기울기 기반 방법 입력 기여도 방법은, 영리한...",6시간 전
179,AI 인공지능 스피커 누구캔들 장단점 알아보기,생각보다 우리나라엔 다양한 인공지능스피커가 있습니다. 뭐... 대부분 통신사가 많아요. 삼성과 네이버도 있지만 이번엔 예외로 치자고요. 이번엔 AI스피커를 중 SK에서 만든... 그런데 너무 인공지능스피커 본연의 기능에만 집중한 티가 납니다. 일단 스피커 출력이 낮은 것이 대표적인 예 인데요. 5W의 출력은 작은 방이나 개인 공간에서는 충분하지만...,4주 전
180,LG 사운드바 AI인공지능으로 진화한 입체음향 사운드를 담다,LG전자에서 인공지능으로 구현한 풍부한 입체 사운드는 물론 프리미엄 LG TV 시리즈와도 디자인을 꼭 맞춘 2024년형 LG 사운드바를 출시합니다. 이번 신제품은 사운드바와 TV... 이제 사운드바도 AI 인공지능의 중요성을 담고 있는 것을 확인할 수 있습니다. LG 사운드바 AI 입체 사운드 대표 모델인 S95TR은 세계 최초로 업파이어링 스피커 3개를 탑재한...,2024.03.11.
181,무엇이든 만드는 생성형 인공지능 기술,"무엇이든 만드는 생성형 인공지능 기술 https://www.etri.re.kr/webzine/202404/sub01.html ChatGPT 개발사인 오픈AI가 텍스트를 동영상으로 만들어주는 인공지능 기술 ‘SORA’를 선보였다. 현재 제한된 인원만 사용할 수 있는 기술이지만, 이미지를 만들어주는 의 기술이 한 단계 업그레이드된 셈이다. 생성형 의 발전 생성형 은...",2024.04.02.
182,삼성 언팩 인공지능 탑재 갤럭시 S24 울트라 주요 기능 가격,"알려진 대로 갤럭시 AI가 탑재되었으며, 이를 통한 실시간 번역, 인공지능 검색 및 사진 편집 등의 기능들을 선보였습니다. 언팩을 시청하면서 인상 깊었던 기능 그리고 출시일 및... 인공지능 기반의 프로비주얼 엔진 탑재로 저조도에서 나이토그래피 기능이 더욱 향상되었고요. 기존에는 3배, 10배 줌에만 광학 수준 고화질이 제공되었는데요. 이번에 쿼드 텔레...",2024.01.18.
183,인공지능 국비지원 ai개발자 비전공자 취업 가능성,인공지능 국비지원 빅데이터 그리고 인공지능이 국책 사업으로 지정되면서 관련 인력 채용도 늘어나고 있습니다. 자연스럽게 채용 시장의 수요를 반영하는 국비지원도 인공지능에 대해서 다루는 교육이 늘어나고 있습니다. ① 머신러닝 엔지니어 ② 딥러닝 엔지니어 ③ RPA 개발자 같은 ai개발자라도 세부적인 진로에 많은 차이가 있습니다. 오늘은 위와 같은...,3주 전
